sample,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,Biological Replicates,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,DOI
SRX4506080,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642646,SRP156306,PRJNA484402,484402,SRS3626452,SAMN09764548,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103035,9764548,GSE118091,GSM3318528,31719182,0,0,0,0,dap,1_days_control,4,0_days_control,True,True,True,dap:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4506082,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642648,SRP156306,PRJNA484402,484402,SRS3626455,SAMN09764546,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103037,9764546,GSE118091,GSM3318530,31719182,0,0,0,0,dap,1_days_control,4,0_days_control,True,True,True,dap:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4506076,2018-09-25 17:57:16,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7642642,SRP156306,PRJNA484402,484402,SRS3626448,SAMN09764552,SRA751707,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6103031,9764552,GSE118091,GSM3318524,31719182,0,0,0,0,dap,1_days_control,4,0_days_control,True,True,True,dap:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX5352221,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550305,SRP184670,PRJNA521480,521480,SRS4343336,SAMN10888918,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227688,10888918,GSE126286,GSM3595706,30957850,0,0,0,0,degradosome,mutant_rnj,3,wt_expn,True,True,True,degradosome:mutant_rnj,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz252
SRX5352223,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550307,SRP184670,PRJNA521480,521480,SRS4343338,SAMN10888916,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227690,10888916,GSE126286,GSM3595708,30957850,0,0,0,0,degradosome,mutant_rnj,3,wt_expn,True,True,True,degradosome:mutant_rnj,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz251
SRX5352222,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550306,SRP184670,PRJNA521480,521480,SRS4343337,SAMN10888917,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227689,10888917,GSE126286,GSM3595707,30957850,0,0,0,0,degradosome,mutant_rnj,3,wt_expn,True,True,True,degradosome:mutant_rnj,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz253
SRX5352229,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550313,SRP184670,PRJNA521480,521480,SRS4343344,SAMN10888910,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227696,10888910,GSE126286,GSM3595714,30957850,0,0,0,0,degradosome,PNPase_ko,3,wt_expn,True,True,True,degradosome:PNPase_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz254
SRX5352227,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550311,SRP184670,PRJNA521480,521480,SRS4343342,SAMN10888912,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227694,10888912,GSE126286,GSM3595712,30957850,0,0,0,0,degradosome,PNPase_ko,3,wt_expn,True,True,True,degradosome:PNPase_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz255
SRX5352228,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550312,SRP184670,PRJNA521480,521480,SRS4343343,SAMN10888911,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227695,10888911,GSE126286,GSM3595713,30957850,0,0,0,0,degradosome,PNPase_ko,3,wt_expn,True,True,True,degradosome:PNPase_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz256
SRX5352231,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550315,SRP184670,PRJNA521480,521480,SRS4343346,SAMN10888908,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227698,10888908,GSE126286,GSM3595716,30957850,0,0,0,0,degradosome,Rnase_E_ko,3,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz257
SRX5352232,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550316,SRP184670,PRJNA521480,521480,SRS4343347,SAMN10888907,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227699,10888907,GSE126286,GSM3595717,30957850,0,0,0,0,degradosome,Rnase_E_ko,3,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz258
SRX5352230,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550314,SRP184670,PRJNA521480,521480,SRS4343345,SAMN10888909,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227697,10888909,GSE126286,GSM3595715,30957850,0,0,0,0,degradosome,Rnase_E_ko,3,wt_expn,True,True,True,degradosome:Rnase_E_ko,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz259
SRX5352225,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550309,SRP184670,PRJNA521480,521480,SRS4343340,SAMN10888914,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227692,10888914,GSE126286,GSM3595710,30957850,0,0,0,0,degradosome,wt_cas9_ctrl,3,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz261
SRX5352224,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550308,SRP184670,PRJNA521480,521480,SRS4343339,SAMN10888915,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227691,10888915,GSE126286,GSM3595709,30957850,0,0,0,0,degradosome,wt_cas9_ctrl,3,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz262
SRX5352226,2019-02-13 18:24:16,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550310,SRP184670,PRJNA521480,521480,SRS4343341,SAMN10888913,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227693,10888913,GSE126286,GSM3595711,30957850,0,0,0,0,degradosome,wt_cas9_ctrl,3,wt_expn,True,True,True,degradosome:wt_cas9_ctrl,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz260
SRX5352220,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550304,SRP184670,PRJNA521480,521480,SRS4343335,SAMN10888919,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227687,10888919,GSE126286,GSM3595705,30957850,0,0,0,0,degradosome,wt_expn,3,wt_expn,True,True,True,degradosome:wt_expn,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz265
SRX5352219,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550303,SRP184670,PRJNA521480,521480,SRS4343334,SAMN10888920,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227686,10888920,GSE126286,GSM3595704,30957850,0,0,0,0,degradosome,wt_expn,3,wt_expn,True,True,True,degradosome:wt_expn,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz263
SRX5352218,2019-02-13 18:24:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 550,SRR8550302,SRP184670,PRJNA521480,521480,SRS4343333,SAMN10888921,SRA846761,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7227685,10888921,GSE126286,GSM3595703,30957850,0,0,0,0,degradosome,wt_expn,3,wt_expn,True,True,True,degradosome:wt_expn,True,True,https://dx.doi.org/10.1093%2Fnar%2Fgkz264
SRX4498228,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634507,SRP156048,PRJNA484003,484003,SRS3619130,SAMN09755606,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094774,9755606,GSE118008,GSM3317147,31719182,0,0,0,0,delam,0_days_.09,4,0_days_control,True,True,True,delam:0_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498224,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634503,SRP156048,PRJNA484003,484003,SRS3619126,SAMN09755613,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094770,9755613,GSE118008,GSM3317143,31719182,0,0,0,0,delam,0_days_.09,4,0_days_control,True,True,True,delam:0_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498230,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634509,SRP156048,PRJNA484003,484003,SRS3619132,SAMN09755604,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094776,9755604,GSE118008,GSM3317149,31719182,0,0,0,0,delam,0_days_.09,4,0_days_control,True,True,True,delam:0_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498226,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634505,SRP156048,PRJNA484003,484003,SRS3619128,SAMN09755608,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094772,9755608,GSE118008,GSM3317145,31719182,0,0,0,0,delam,0_days_.09,4,0_days_control,True,True,True,delam:0_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498218,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634497,SRP156048,PRJNA484003,484003,SRS3619120,SAMN09755611,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094764,9755611,GSE118008,GSM3317137,31719182,0,0,0,0,delam,0_days_control,4,0_days_control,True,True,True,delam:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498216,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634495,SRP156048,PRJNA484003,484003,SRS3619118,SAMN09755602,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094762,9755602,GSE118008,GSM3317135,31719182,0,0,0,0,delam,0_days_control,4,0_days_control,True,True,True,delam:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498220,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634499,SRP156048,PRJNA484003,484003,SRS3619122,SAMN09755601,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094766,9755601,GSE118008,GSM3317139,31719182,0,0,0,0,delam,0_days_control,4,0_days_control,True,True,True,delam:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498222,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634501,SRP156048,PRJNA484003,484003,SRS3619124,SAMN09755599,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094768,9755599,GSE118008,GSM3317141,31719182,0,0,0,0,delam,0_days_control,4,0_days_control,True,True,True,delam:0_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498225,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634504,SRP156048,PRJNA484003,484003,SRS3619127,SAMN09755609,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094771,9755609,GSE118008,GSM3317144,31719182,0,0,0,0,delam,1_days_.09,4,0_days_control,True,True,True,delam:1_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498227,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634506,SRP156048,PRJNA484003,484003,SRS3619129,SAMN09755607,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094773,9755607,GSE118008,GSM3317146,31719182,0,0,0,0,delam,1_days_.09,4,0_days_control,True,True,True,delam:1_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498231,2018-09-25 17:55:14,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634510,SRP156048,PRJNA484003,484003,SRS3619133,SAMN09755603,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094777,9755603,GSE118008,GSM3317150,31719182,0,0,0,0,delam,1_days_.09,4,0_days_control,True,True,True,delam:1_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498229,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634508,SRP156048,PRJNA484003,484003,SRS3619131,SAMN09755605,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094775,9755605,GSE118008,GSM3317148,31719182,0,0,0,0,delam,1_days_.09,4,0_days_control,True,True,True,delam:1_days_.09,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498217,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634496,SRP156048,PRJNA484003,484003,SRS3619119,SAMN09755612,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094763,9755612,GSE118008,GSM3317136,31719182,0,0,0,0,delam,1_days_control,4,0_days_control,True,True,True,delam:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498221,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634500,SRP156048,PRJNA484003,484003,SRS3619123,SAMN09755600,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094767,9755600,GSE118008,GSM3317140,31719182,0,0,0,0,delam,1_days_control,4,0_days_control,True,True,True,delam:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498219,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634498,SRP156048,PRJNA484003,484003,SRS3619121,SAMN09755610,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094765,9755610,GSE118008,GSM3317138,31719182,0,0,0,0,delam,1_days_control,4,0_days_control,True,True,True,delam:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX4498223,2018-09-25 17:55:13,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR7634502,SRP156048,PRJNA484003,484003,SRS3619125,SAMN09755614,SRA750012,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6094769,9755614,GSE118008,GSM3317142,31719182,0,0,0,0,delam,1_days_control,4,0_days_control,True,True,True,delam:1_days_control,True,True,https://doi.org/10.1128/mbio.02627-19
SRX5079928,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262963,SRP171163,PRJNA507615,507615,SRS4092931,SAMN10499876,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849813,10499876,GSE123132,GSM3496207,30563908,H37Rv,0,0,0,dg_inh,both,3,DMSO,True,True,True,dg_inh:both,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079930,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262965,SRP171163,PRJNA507615,507615,SRS4092933,SAMN10499874,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849815,10499874,GSE123132,GSM3496209,30563908,H37Rv,0,0,0,dg_inh,both,3,DMSO,True,True,True,dg_inh:both,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079929,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262964,SRP171163,PRJNA507615,507615,SRS4092932,SAMN10499875,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849814,10499875,GSE123132,GSM3496208,30563908,H37Rv,0,0,0,dg_inh,both,3,DMSO,True,True,True,dg_inh:both,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079923,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262958,SRP171163,PRJNA507615,507615,SRS4092926,SAMN10499881,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849808,10499881,GSE123132,GSM3496202,30563908,H37Rv,0,0,0,dg_inh,dg,3,DMSO,True,True,True,dg_inh:dg,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079924,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262959,SRP171163,PRJNA507615,507615,SRS4092927,SAMN10499880,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849809,10499880,GSE123132,GSM3496203,30563908,H37Rv,0,0,0,dg_inh,dg,3,DMSO,True,True,True,dg_inh:dg,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079922,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262957,SRP171163,PRJNA507615,507615,SRS4092925,SAMN10499882,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849807,10499882,GSE123132,GSM3496201,30563908,H37Rv,0,0,0,dg_inh,dg,3,DMSO,True,True,True,dg_inh:dg,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079920,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262955,SRP171163,PRJNA507615,507615,SRS4092923,SAMN10499884,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849805,10499884,GSE123132,GSM3496199,30563908,H37Rv,0,0,0,dg_inh,DMSO,3,DMSO,True,True,True,dg_inh:DMSO,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079921,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262956,SRP171163,PRJNA507615,507615,SRS4092924,SAMN10499883,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849806,10499883,GSE123132,GSM3496200,30563908,H37Rv,0,0,0,dg_inh,DMSO,3,DMSO,True,True,True,dg_inh:DMSO,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079919,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262954,SRP171163,PRJNA507615,507615,SRS4092922,SAMN10499885,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849804,10499885,GSE123132,GSM3496198,30563908,H37Rv,0,0,0,dg_inh,DMSO,3,DMSO,True,True,True,dg_inh:DMSO,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079926,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262961,SRP171163,PRJNA507615,507615,SRS4092929,SAMN10499878,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849811,10499878,GSE123132,GSM3496205,30563908,H37Rv,0,0,0,dg_inh,inh,3,DMSO,True,True,True,dg_inh:inh,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079925,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262960,SRP171163,PRJNA507615,507615,SRS4092928,SAMN10499879,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849810,10499879,GSE123132,GSM3496204,30563908,H37Rv,0,0,0,dg_inh,inh,3,DMSO,True,True,True,dg_inh:inh,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX5079927,2018-12-02 12:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8262962,SRP171163,PRJNA507615,507615,SRS4092930,SAMN10499877,SRA816681,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,6849812,10499877,GSE123132,GSM3496206,30563908,H37Rv,0,0,0,dg_inh,inh,3,DMSO,True,True,True,dg_inh:inh,True,True,https://doi.org/10.1128/MBIO.02101-17
SRX894005,2015-06-01 16:34:11,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1822443,SRP055706,PRJNA276810,276810,SRS860043,SAMN03381194,SRA245096,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1285356,3381194,GSE66408,GSM1621964,26573524,H37Rv,0,0,0,dormancy,dormant_20d_rifampicin,3,wt_log,True,True,True,dormancy:dormant_20d_rifampicin,True,True,https://dx.doi.org/10.1186%2Fs12864-015-2197-6
SRX894004,2015-06-01 16:34:11,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1822442,SRP055706,PRJNA276810,276810,SRS861478,SAMN03381397,SRA245096,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1285355,3381397,GSE66408,GSM1621963,26573524,H37Rv,0,0,0,dormancy,dormant_20d_rifampicin,3,wt_log,True,True,True,dormancy:dormant_20d_rifampicin,True,True,https://dx.doi.org/10.1186%2Fs12864-015-2197-6
SRX894006,2015-06-01 16:34:11,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1822444,SRP055706,PRJNA276810,276810,SRS861479,SAMN03381393,SRA245096,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1285357,3381393,GSE66408,GSM1621965,26573524,H37Rv,0,0,0,dormancy,dormant_20d_rifampicin,3,wt_log,True,True,True,dormancy:dormant_20d_rifampicin,True,True,https://dx.doi.org/10.1186%2Fs12864-015-2197-6
SRX893999,2015-06-01 16:34:11,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1822437,SRP055706,PRJNA276810,276810,SRS860046,SAMN03381177,SRA245096,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1285350,3381177,GSE66408,GSM1621958,26573524,H37Rv,0,0,0,dormancy,dormant_no_treatment,3,wt_log,True,True,True,dormancy:dormant_no_treatment,True,True,https://dx.doi.org/10.1186%2Fs12864-015-2197-6
SRX894000,2015-06-01 16:34:11,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR1822438,SRP055706,PRJNA276810,276810,SRS860045,SAMN03381179,SRA245096,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1285351,3381179,GSE66408,GSM1621959,26573524,H37Rv,0,0,0,dormancy,dormant_no_treatment,3,wt_log,True,True,True,dormancy:dormant_no_treatment,True,True,https://dx.doi.org/10.1186%2Fs12864-015-2197-6
