,regulator,regulator_id,evidence,gene_id
3518,Rv0135c,Rv0135c,Predicted Binding,Rv0984
3519,Rv0135c,Rv0135c,ChipSeq,Rv0987
3520,Rv0135c,Rv0135c,ChipSeq,Rv0988
3521,Rv0135c,Rv0135c,Predicted Binding,Rv1008
3522,Rv0135c,Rv0135c,Predicted Binding,Rv1009
3523,Rv0135c,Rv0135c,ChipSeq,Rv1016c
3524,Rv0135c,Rv0135c,Predicted Binding,Rv1047
3525,Rv0135c,Rv0135c,Predicted Binding,Rv1060
3526,Rv0135c,Rv0135c,Predicted Binding,Rv1061
3527,Rv0135c,Rv0135c,ChipSeq,Rv1065
3528,Rv0135c,Rv0135c,ChipSeq,Rv1069c
3529,Rv0135c,Rv0135c,Predicted Binding,Rv1078
3530,Rv0135c,Rv0135c,Predicted Binding,Rv1079
3531,Rv0135c,Rv0135c,Predicted Binding,Rv1080c
3532,Rv0135c,Rv0135c,ChipSeq,Rv1091
3533,Rv0135c,Rv0135c,ChipSeq,Rv1092c
3534,Rv0135c,Rv0135c,Predicted Binding,Rv1132
3535,Rv0135c,Rv0135c,ChipSeq,Rv1146
3536,Rv0135c,Rv0135c,ChipSeq,Rv1161
3537,Rv0135c,Rv0135c,ChipSeq,Rv1182
3538,Rv0135c,Rv0135c,ChipSeq,Rv1184c
3539,Rv0135c,Rv0135c,Predicted Binding,Rv1199c
3540,Rv0135c,Rv0135c,Predicted Binding,Rv1200
3541,Rv0135c,Rv0135c,Predicted Binding,Rv1222
3542,Rv0135c,Rv0135c,ChipSeq,Rv1227c
3543,Rv0135c,Rv0135c,Predicted Binding,Rv1230c
3544,Rv0135c,Rv0135c,Predicted Binding,Rv1231c
3545,Rv0135c,Rv0135c,Predicted Binding,Rv1248c
3546,Rv0135c,Rv0135c,Predicted Binding,Rv1249c
3547,Rv0135c,Rv0135c,ChipSeq,Rv1257c
3548,Rv0135c,Rv0135c,Predictd Binding,Rv1277
3549,Rv0135c,Rv0135c,Predicted Binding,Rv1279
3550,Rv0135c,Rv0135c,Predicted Binding,Rv1288
3551,Rv0135c,Rv0135c,ChipSeq,Rv1304
3552,Rv0135c,Rv0135c,Predicted Binding,Rv1307
3553,Rv0135c,Rv0135c,Predicted Binding,Rv1309
3554,Rv0135c,Rv0135c,Predicted Binding,Rv1310
3555,Rv0135c,Rv0135c,Predicted Binding,Rv1311
3556,Rv0135c,Rv0135c,Predicted Binding,Rv1312
3557,Rv0135c,Rv0135c,ChipSeq,Rv1328
3558,Rv0135c,Rv0135c,Predicted Binding,Rv1338
3559,Rv0135c,Rv0135c,Predicted Binding,Rv1340
3560,Rv0135c,Rv0135c,Predicted Binding,Rv1345
3561,Rv0135c,Rv0135c,ChipSeq,Rv1349
3562,Rv0135c,Rv0135c,ChipSeq,Rv1391
3563,Rv0135c,Rv0135c,ChipSeq,Rv1392
3564,Rv0135c,Rv0135c,Predicted Binding,Rv1435c
3565,Rv0135c,Rv0135c,Predicted Binding,Rv1436
3566,Rv0135c,Rv0135c,Predicted Binding,Rv1437
3567,Rv0135c,Rv0135c,Predicted Binding,Rv1438
3568,Rv0135c,Rv0135c,ChipSeq,Rv1442
3569,Rv0135c,Rv0135c,ChipSeq,Rv1461
3570,Rv0135c,Rv0135c,Predicted Binding,Rv1474c
3571,Rv0135c,Rv0135c,Predicted Binding,Rv1475c
3572,Rv0135c,Rv0135c,Predicted Binding,Rv1508A
3573,Rv0135c,Rv0135c,Predicted Binding,Rv1508c
3574,Rv0135c,Rv0135c,Predicted Binding,Rv1509
3575,Rv0135c,Rv0135c,Predicted Binding,Rv1535
3576,Rv0135c,Rv0135c,Predicted Binding,Rv1536
3577,Rv0135c,Rv0135c,Predicted Binding,Rv1548c
3578,Rv0135c,Rv0135c,Predicted Binding,Rv1550
3579,Rv0135c,Rv0135c,ChipSeq,Rv1560
3580,Rv0135c,Rv0135c,ChipSeq,Rv1561
3581,Rv0135c,Rv0135c,Predicted Binding,Rv1565c
3582,Rv0135c,Rv0135c,Predicted Binding,Rv1616
3583,Rv0135c,Rv0135c,Predicted Binding,Rv1622c
3584,Rv0135c,Rv0135c,Predicted Binding,Rv1637c
3585,Rv0135c,Rv0135c,Predicted Binding,Rv1638
3586,Rv0135c,Rv0135c,Predicted Binding,Rv1666c
3587,Rv0135c,Rv0135c,Predicted Binding,Rv1699
3588,Rv0135c,Rv0135c,Predicted Binding,Rv1700
3589,Rv0135c,Rv0135c,Predicted Binding,Rv1701
3590,Rv0135c,Rv0135c,ChipSeq,Rv1733c
3591,Rv0135c,Rv0135c,ChipSeq,Rv1753c
3592,Rv0135c,Rv0135c,ChipSeq,Rv1760
3593,Rv0135c,Rv0135c,ChipSeq,Rv1774
3594,Rv0135c,Rv0135c,ChipSeq,Rv1776c
3595,Rv0135c,Rv0135c,Predicted Binding,Rv1794
3596,Rv0135c,Rv0135c,ChipSeq,Rv1795
3597,Rv0135c,Rv0135c,Predicted Binding,Rv1796
3598,Rv0135c,Rv0135c,Predicted Binding,Rv1797
3599,Rv0135c,Rv0135c,Predicted Binding,Rv1798
3600,Rv0135c,Rv0135c,ChipSeq,Rv1809
3601,Rv0135c,Rv0135c,Predicted Binding,Rv1816
3602,Rv0135c,Rv0135c,ChipSeq,Rv1832
3603,Rv0135c,Rv0135c,Predicted Binding,Rv1835c
3604,Rv0135c,Rv0135c,ChipSeq,Rv1840c
3605,Rv0135c,Rv0135c,Predicted Binding,Rv1860
3606,Rv0135c,Rv0135c,ChipSeq,Rv1869c
3607,Rv0135c,Rv0135c,Predicted Binding,Rv1871c
3608,Rv0135c,Rv0135c,Predicted Binding,Rv1874
3609,Rv0135c,Rv0135c,Predicted Binding,Rv1875
3610,Rv0135c,Rv0135c,ChipSeq,Rv1886c
3611,Rv0135c,Rv0135c,ChipSeq,Rv1916
3612,Rv0135c,Rv0135c,ChipSeq,Rv1917c
3613,Rv0135c,Rv0135c,ChipSeq,Rv1918c
3614,Rv0135c,Rv0135c,ChipSeq,Rv1925
3615,Rv0135c,Rv0135c,Predicted Binding,Rv1980c
3616,Rv0135c,Rv0135c,ChipSeq,Rv1992c
3617,Rv0135c,Rv0135c,Predicted Binding,Rv2018
3618,Rv0135c,Rv0135c,Predicted Binding,Rv2040c
3619,Rv0135c,Rv0135c,Predicted Binding,Rv2051c
3620,Rv0135c,Rv0135c,Predicted Binding,Rv2056c
3621,Rv0135c,Rv0135c,Predicted Binding,Rv2057c
3622,Rv0135c,Rv0135c,Predicted Binding,Rv2058c
3623,Rv0135c,Rv0135c,Predicted Binding,Rv2059
3624,Rv0135c,Rv0135c,Predicted Binding,Rv2070c
3625,Rv0135c,Rv0135c,Predicted Binding,Rv2091c
3626,Rv0135c,Rv0135c,ChipSeq,Rv2101
3627,Rv0135c,Rv0135c,Predicted Binding,Rv2127
3628,Rv0135c,Rv0135c,Predicted Binding,Rv2128
3629,Rv0135c,Rv0135c,Predicted Binding,Rv2131c
3630,Rv0135c,Rv0135c,Predicted Binding,Rv2132
3631,Rv0135c,Rv0135c,Predicted Binding,Rv2138
3632,Rv0135c,Rv0135c,Predicted Binding,Rv2139
3633,Rv0135c,Rv0135c,Predicted Binding,Rv2147c
3634,Rv0135c,Rv0135c,Predicted Binding,Rv2151c
3635,Rv0135c,Rv0135c,Predicted Binding,Rv2153c
3636,Rv0135c,Rv0135c,Predicted Binding,Rv2163c
3637,Rv0135c,Rv0135c,ChipSeq,Rv2169c
3638,Rv0135c,Rv0135c,ChipSeq,Rv2176
3639,Rv0135c,Rv0135c,ChipSeq,Rv2193
3640,Rv0135c,Rv0135c,Predicted Binding,Rv2195
3641,Rv0135c,Rv0135c,Predicted Binding,Rv2196
3642,Rv0135c,Rv0135c,Predicted Binding,Rv2199c
3643,Rv0135c,Rv0135c,ChipSeq,Rv2203
3644,Rv0135c,Rv0135c,Predicted Binding,Rv2207
3645,Rv0135c,Rv0135c,Predicted Binding,Rv2226
3646,Rv0135c,Rv0135c,Predicted Binding,Rv2238c
3647,Rv0135c,Rv0135c,Predicted Binding,Rv2241
3648,Rv0135c,Rv0135c,Predicted Binding,Rv2242
3649,Rv0135c,Rv0135c,Predicted Binding,Rv2244
3650,Rv0135c,Rv0135c,Predicted Binding,Rv2245
3651,Rv0135c,Rv0135c,Predicted Binding,Rv2246
3652,Rv0135c,Rv0135c,Predicted Binding,Rv2247
3653,Rv0135c,Rv0135c,Predicted Binding,Rv2276
3654,Rv0135c,Rv0135c,ChipSeq,Rv2284
3655,Rv0135c,Rv0135c,ChipSeq,Rv2287
3656,Rv0135c,Rv0135c,Predicted Binding,Rv2289
3657,Rv0135c,Rv0135c,Predicted Binding,Rv2290
3658,Rv0135c,Rv0135c,Predicted Binding,Rv2300c
3659,Rv0135c,Rv0135c,Predicted Binding,Rv2301
3660,Rv0135c,Rv0135c,Predicted Binding,Rv2302
3661,Rv0135c,Rv0135c,ChipSeq,Rv2307B
3662,Rv0135c,Rv0135c,Predicted Binding,Rv2308
3663,Rv0135c,Rv0135c,Predicted Binding,Rv2309A
3664,Rv0135c,Rv0135c,Predicted Binding,Rv2315c
3665,Rv0135c,Rv0135c,Predicted Binding,Rv2316
3666,Rv0135c,Rv0135c,Predicted Binding,Rv2317
3667,Rv0135c,Rv0135c,ChipSeq,Rv2328
3668,Rv0135c,Rv0135c,Predicted Binding,Rv2330c
3669,Rv0135c,Rv0135c,Predicted Binding,Rv2331
3670,Rv0135c,Rv0135c,ChipSeq,Rv2344c
3671,Rv0135c,Rv0135c,ChipSeq,Rv2353c
3672,Rv0135c,Rv0135c,Predicted Binding,Rv2360c
3673,Rv0135c,Rv0135c,Predicted Binding,Rv2366c
3674,Rv0135c,Rv0135c,Predicted Binding,Rv2367c
3675,Rv0135c,Rv0135c,Predicted Binding,Rv2368c
3676,Rv0135c,Rv0135c,Predicted Binding,Rv2377c
3677,Rv0135c,Rv0135c,Predicted Binding,Rv2378c
3678,Rv0135c,Rv0135c,Predicted Binding,Rv2379c
3679,Rv0135c,Rv0135c,Predicted Binding,Rv2395
3680,Rv0135c,Rv0135c,ChipSeq,Rv2412
3681,Rv0135c,Rv0135c,Predicted Binding,Rv2440c
3682,Rv0135c,Rv0135c,Predicted Binding,Rv2444c
3683,Rv0135c,Rv0135c,Predicted Binding,Rv2452c
3684,Rv0135c,Rv0135c,Predicted Binding,Rv2454c
3685,Rv0135c,Rv0135c,Predicted Binding,Rv2463
3686,Rv0135c,Rv0135c,Predicted Binding,Rv2465c
3687,Rv0135c,Rv0135c,Predicted Binding,Rv2466c
3688,Rv0135c,Rv0135c,Predicted Binding,Rv2467
3689,Rv0135c,Rv0135c,Predicted Binding,Rv2512c
3690,Rv0135c,Rv0135c,Predicted Binding,Rv2519
3691,Rv0135c,Rv0135c,Predicted Binding,Rv2522c
3692,Rv0135c,Rv0135c,Predicted Binding,Rv2523c
3693,Rv0135c,Rv0135c,ChipSeq,Rv2541
3694,Rv0135c,Rv0135c,Predicted Binding,Rv2577
3695,Rv0135c,Rv0135c,ChipSeq,Rv2585c
3696,Rv0135c,Rv0135c,Predicted Binding,Rv2632c
3697,Rv0135c,Rv0135c,Predicted Binding,Rv2633c
3698,Rv0135c,Rv0135c,Predicted Binding,Rv2644c
3699,Rv0135c,Rv0135c,ChipSeq,Rv2646
3700,Rv0135c,Rv0135c,ChipSeq,Rv2700
3701,Rv0135c,Rv0135c,ChipSeq,Rv2717c
3702,Rv0135c,Rv0135c,ChipSeq,Rv2735c
3703,Rv0135c,Rv0135c,ChipSeq,Rv2742c
3704,Rv0135c,Rv0135c,ChipSeq,Rv2786c
3705,Rv0135c,Rv0135c,Predicted Binding,Rv2789c
3706,Rv0135c,Rv0135c,Predicted Binding,Rv2790c
3707,Rv0135c,Rv0135c,Predicted Binding,Rv2791c
3708,Rv0135c,Rv0135c,Predicted Binding,Rv2792c
3709,Rv0135c,Rv0135c,Predicted Binding,Rv2845c
3710,Rv0135c,Rv0135c,ChipSeq,Rv2846c
3711,Rv0135c,Rv0135c,Predicted Binding,Rv2864c
3712,Rv0135c,Rv0135c,Predicted Binding,Rv2866
3713,Rv0135c,Rv0135c,ChipSeq,Rv2867c
3714,Rv0135c,Rv0135c,Predicted Binding,Rv2868c
3715,Rv0135c,Rv0135c,Predicted Binding,Rv2871
3716,Rv0135c,Rv0135c,Predicted Binding,Rv2877c
3717,Rv0135c,Rv0135c,Predicted Binding,Rv2883c
3718,Rv0135c,Rv0135c,ChipSeq,Rv2892c
3719,Rv0135c,Rv0135c,ChipSeq,Rv2893
3720,Rv0135c,Rv0135c,ChipSeq,Rv2923c
3721,Rv0135c,Rv0135c,Predicted Binding,Rv2933
3722,Rv0135c,Rv0135c,ChipSeq,Rv2934
3723,Rv0135c,Rv0135c,Predicted Binding,Rv2935
3724,Rv0135c,Rv0135c,Predicted Binding,Rv2937
3725,Rv0135c,Rv0135c,Predicted Binding,Rv2938
3726,Rv0135c,Rv0135c,Predicted Binding,Rv2939
3727,Rv0135c,Rv0135c,ChipSeq,Rv2940c
3728,Rv0135c,Rv0135c,Predicted Binding,Rv2942
3729,Rv0135c,Rv0135c,Predicted Binding,Rv2943A
3730,Rv0135c,Rv0135c,Predicted Binding,Rv2944
3731,Rv0135c,Rv0135c,Predicted Binding,Rv2946c
3732,Rv0135c,Rv0135c,ChipSeq,Rv2947c
3733,Rv0135c,Rv0135c,ChipSeq,Rv2950c
3734,Rv0135c,Rv0135c,Predicted Binding,Rv2951c
3735,Rv0135c,Rv0135c,Predicted Binding,Rv2952
3736,Rv0135c,Rv0135c,ChipSeq,Rv2959c
3737,Rv0135c,Rv0135c,ChipSeq,Rv2974c
3738,Rv0135c,Rv0135c,Predicted Binding,Rv2984
3739,Rv0135c,Rv0135c,Predicted Binding,Rv2985
3740,Rv0135c,Rv0135c,ChipSeq,Rv2995c
3741,Rv0135c,Rv0135c,Predicted Binding,Rv3011c
3742,Rv0135c,Rv0135c,Predicted Binding,Rv3023c
3743,Rv0135c,Rv0135c,Predicted Binding,Rv3039c
3744,Rv0135c,Rv0135c,Predicted Binding,Rv3042c
3745,Rv0135c,Rv0135c,Predicted Binding,Rv3047c
3746,Rv0135c,Rv0135c,Predicted Binding,Rv3053c
3747,Rv0135c,Rv0135c,ChipSeq,Rv3071
3748,Rv0135c,Rv0135c,Predicted Binding,Rv3100c
3749,Rv0135c,Rv0135c,Predicted Binding,Rv3102c
3750,Rv0135c,Rv0135c,ChipSeq,Rv3112
3751,Rv0135c,Rv0135c,Predicted Binding,Rv3115
3752,Rv0135c,Rv0135c,Predicted Binding,Rv3116
3753,Rv0135c,Rv0135c,ChipSeq,Rv3121
3754,Rv0135c,Rv0135c,Predicted Binding,Rv3151
3755,Rv0135c,Rv0135c,Predicted Binding,Rv3152
3756,Rv0135c,Rv0135c,Predicted Binding,Rv3153
3757,Rv0135c,Rv0135c,Predicted Binding,Rv3154
3758,Rv0135c,Rv0135c,Predicted Binding,Rv3155
3759,Rv0135c,Rv0135c,Predicted Binding,Rv3156
3760,Rv0135c,Rv0135c,Predicted Binding,Rv3157
3761,Rv0135c,Rv0135c,Predicted Binding,Rv3158
3762,Rv0135c,Rv0135c,ChipSeq,Rv3159c
3763,Rv0135c,Rv0135c,Predicted Binding,Rv3188
3764,Rv0135c,Rv0135c,Predicted Binding,Rv3189
3765,Rv0135c,Rv0135c,Predicted Binding,Rv3193c
3766,Rv0135c,Rv0135c,Predicted Binding,Rv3197
3767,Rv0135c,Rv0135c,Predicted Binding,Rv3225c
3768,Rv0135c,Rv0135c,Predicted Binding,Rv3226c
3769,Rv0135c,Rv0135c,Predicted Binding,Rv3227
3770,Rv0135c,Rv0135c,Predicted Binding,Rv3229c
3771,Rv0135c,Rv0135c,Predicted Binding,Rv3230c
3772,Rv0135c,Rv0135c,Predicted Binding,Rv3231c
3773,Rv0135c,Rv0135c,Predicted Binding,Rv3232c
3774,Rv0135c,Rv0135c,Predicted Binding,Rv3244c
3775,Rv0135c,Rv0135c,Predicted Binding,Rv3245c
3776,Rv0135c,Rv0135c,Predicted Binding,Rv3246c
3777,Rv0135c,Rv0135c,ChipSeq,Rv3257c
3778,Rv0135c,Rv0135c,ChipSeq,Rv3273
3779,Rv0135c,Rv0135c,ChipSeq,Rv3294c
3780,Rv0135c,Rv0135c,ChipSeq,Rv3312A
3781,Rv0135c,Rv0135c,Predicted Binding,Rv3335c
3782,Rv0135c,Rv0135c,Predicted Binding,Rv3340
3783,Rv0135c,Rv0135c,Predicted Binding,Rv3342
3784,Rv0135c,Rv0135c,ChipSeq,Rv3343c
3785,Rv0135c,Rv0135c,Predicted Binding,Rv3347c
3786,Rv0135c,Rv0135c,Predicted Binding,Rv3350c
3787,Rv0135c,Rv0135c,ChipSeq,Rv3361c
3788,Rv0135c,Rv0135c,Predicted Binding,Rv3362c
3789,Rv0135c,Rv0135c,Predicted Binding,Rv3401
3790,Rv0135c,Rv0135c,Predicted Binding,Rv3402c
3791,Rv0135c,Rv0135c,Predicted Binding,Rv3413c
3792,Rv0135c,Rv0135c,Predicted Binding,Rv3415c
3793,Rv0135c,Rv0135c,ChipSeq,Rv3425
3794,Rv0135c,Rv0135c,ChipSeq,Rv3426
3795,Rv0135c,Rv0135c,Predicted Binding,Rv3427c
3796,Rv0135c,Rv0135c,Predicted Binding,Rv3443c
3797,Rv0135c,Rv0135c,ChipSeq,Rv3463
3798,Rv0135c,Rv0135c,ChipSeq,Rv3472
3799,Rv0135c,Rv0135c,ChipSeq,Rv3473c
3800,Rv0135c,Rv0135c,ChipSeq,Rv3479
3801,Rv0135c,Rv0135c,Predicted Binding,Rv3485c
3802,Rv0135c,Rv0135c,Predicted Binding,Rv3490
3803,Rv0135c,Rv0135c,Predicted Binding,Rv3492c
3804,Rv0135c,Rv0135c,Predicted Binding,Rv3494c
3805,Rv0135c,Rv0135c,Predicted Binding,Rv3508
3806,Rv0135c,Rv0135c,Predicted Binding,Rv3509c
3807,Rv0135c,Rv0135c,Predicted Binding,Rv3510c
3808,Rv0135c,Rv0135c,Predicted Binding,Rv3512
3809,Rv0135c,Rv0135c,ChipSeq,Rv3514
3810,Rv0135c,Rv0135c,ChipSeq,Rv3520c
3811,Rv0135c,Rv0135c,ChipSeq,Rv3532
3812,Rv0135c,Rv0135c,Predicted Binding,Rv3568c
3813,Rv0135c,Rv0135c,Predicted Binding,Rv3570c
3814,Rv0135c,Rv0135c,Predicted Binding,Rv3572
3815,Rv0135c,Rv0135c,ChipSeq,Rv3598c
3816,Rv0135c,Rv0135c,Predicted Binding,Rv3600c
3817,Rv0135c,Rv0135c,Predicted Binding,Rv3601c
3818,Rv0135c,Rv0135c,Predicted Binding,Rv3602c
3819,Rv0135c,Rv0135c,Predicted Binding,Rv3612c
3820,Rv0135c,Rv0135c,Predicted Binding,Rv3613c
3821,Rv0135c,Rv0135c,Predicted Binding,Rv3614c
3822,Rv0135c,Rv0135c,ChipSeq,Rv3615c
3823,Rv0135c,Rv0135c,ChipSeq,Rv3616c
3824,Rv0135c,Rv0135c,Predicted Binding,Rv3618
3825,Rv0135c,Rv0135c,Predicted Binding,Rv3649
3826,Rv0135c,Rv0135c,Predicted Binding,Rv3681c
3827,Rv0135c,Rv0135c,Predicted Binding,Rv3682
3828,Rv0135c,Rv0135c,Predicted Binding,Rv3691
3829,Rv0135c,Rv0135c,Predicted Binding,Rv3692
3830,Rv0135c,Rv0135c,Predicted Binding,Rv3706c
3831,Rv0135c,Rv0135c,Predicted Binding,Rv3707c
3832,Rv0135c,Rv0135c,ChipSeq,Rv3713
3833,Rv0135c,Rv0135c,Predicted Binding,Rv3725
3834,Rv0135c,Rv0135c,Predicted Binding,Rv3728
3835,Rv0135c,Rv0135c,Predicted Binding,Rv3741c
3836,Rv0135c,Rv0135c,Predicted Binding,Rv3743c
3837,Rv0135c,Rv0135c,Predicted Binding,Rv3744
3838,Rv0135c,Rv0135c,Predicted Binding,Rv3770c
3839,Rv0135c,Rv0135c,Predicted Binding,Rv3792
3840,Rv0135c,Rv0135c,ChipSeq,Rv3793
3841,Rv0135c,Rv0135c,Predicted Binding,Rv3794
3842,Rv0135c,Rv0135c,ChipSeq,Rv3797
3843,Rv0135c,Rv0135c,ChipSeq,Rv3798
3844,Rv0135c,Rv0135c,ChipSeq,Rv3799c
3845,Rv0135c,Rv0135c,ChipSeq,Rv3801c
3846,Rv0135c,Rv0135c,Predicted Binding,Rv3803c
3847,Rv0135c,Rv0135c,Predicted Binding,Rv3804c
3848,Rv0135c,Rv0135c,Predicted Binding,Rv3805c
3849,Rv0135c,Rv0135c,Predicted Binding,Rv3811
3850,Rv0135c,Rv0135c,ChipSeq,Rv3819
3851,Rv0135c,Rv0135c,Predicted Binding,Rv3820c
3852,Rv0135c,Rv0135c,Predicted Binding,Rv3821
3853,Rv0135c,Rv0135c,Predicted Binding,Rv3822
3854,Rv0135c,Rv0135c,ChipSeq,Rv3823c
3855,Rv0135c,Rv0135c,Predicted Binding,Rv3824c
3856,Rv0135c,Rv0135c,Predicted Binding,Rv3825c
3857,Rv0135c,Rv0135c,ChipSeq,Rv3826
3858,Rv0135c,Rv0135c,Predicted Binding,Rv3827c
3859,Rv0135c,Rv0135c,ChipSeq,Rv3835
3860,Rv0135c,Rv0135c,ChipSeq,Rv3840
3861,Rv0135c,Rv0135c,ChipSeq,Rv3856c
3862,Rv0135c,Rv0135c,Predicted Binding,Rv3862c
3863,Rv0135c,Rv0135c,ChipSeq,Rv3868
3864,Rv0135c,Rv0135c,Predicted Binding,Rv3875
3865,Rv0135c,Rv0135c,Predicted Binding,Rv3876
3866,Rv0135c,Rv0135c,Predicted Binding,Rv3877
3867,Rv0135c,Rv0135c,ChipSeq,Rv3881c
3868,Rv0135c,Rv0135c,Predicted Binding,Rv3885c
3869,Rv0135c,Rv0135c,ChipSeq,Rv3891c
3870,Rv0135c,Rv0135c,Predicted Binding,Rv3907c
3871,Rv0135c,Rv0135c,Predicted Binding,Rv3908
3872,Rv0135c,Rv0135c,Predicted Binding,Rv3909
3873,Rv0135c,Rv0135c,Predicted Binding,Rv3910
3874,Rv0135c,Rv0135c,Predicted Binding,Rv3913
3875,Rv0135c,Rv0135c,Predicted Binding,Rv3914
3876,Rv0135c,Rv0135c,ChipSeq,Rv3921c
3877,Rv0158,Rv0158,ChipSeq,Rv0013
3878,Rv0158,Rv0158,ChipSeq,Rv0158
3879,Rv0158,Rv0158,ChipSeq,Rv0166
3880,Rv0158,Rv0158,ChipSeq,Rv0170
3881,Rv0158,Rv0158,ChipSeq,Rv0174
3882,Rv0158,Rv0158,ChipSeq,Rv0404
3883,Rv0158,Rv0158,ChipSeq,Rv0451c
3884,Rv0158,Rv0158,ChipSeq,Rv0487
3885,Rv0158,Rv0158,ChipSeq,Rv0501
3886,Rv0158,Rv0158,ChipSeq,Rv0507
3887,Rv0158,Rv0158,ChipSeq,Rv0522
3888,Rv0158,Rv0158,ChipSeq,Rv0755c
3889,Rv0158,Rv0158,TFOE,Rv0859
3890,Rv0158,Rv0158,ChipSeq,Rv0972c
3891,Rv0158,Rv0158,ChipSeq,Rv0973c
3892,Rv0158,Rv0158,ChipSeq,Rv0974c
3893,Rv0158,Rv0158,ChipSeq,Rv0975c
3894,Rv0158,Rv0158,ChipSeq,Rv0988
3895,Rv0158,Rv0158,ChipSeq,Rv1733c
3896,Rv0158,Rv0158,ChipSeq,Rv1979c
3897,Rv0158,Rv0158,ChipSeq,Rv2035
3898,Rv0158,Rv0158,ChipSeq,Rv2036
3899,Rv0158,Rv0158,ChipSeq,Rv2941
3900,Rv0158,Rv0158,ChipSeq,Rv3412
3901,Rv0158,Rv0158,ChipSeq,Rv3598c
3902,Rv0158,Rv0158,ChipSeq,Rv3726
3903,Rv0158,Rv0158,ChipSeq,Rv3802c
3904,Rv0158,Rv0158,ChipSeq,Rv3803c
3905,mce1R,Rv0165c,ChipSeq,Rv1733c
3906,sigG,Rv0182c,ChipSeq,Rv0130
3907,ricR,Rv0190,qRTPCR,Rv0186A
3908,ricR,Rv0190,qRTPCR,Rv0847
3909,ricR,Rv0190,qRTPCR,Rv2963
3910,ricR,Rv0190,qRTPCR,Rv0186
3911,ricR,Rv0190,qRTPCR,Rv0190
3912,ricR,Rv0190,qRTPCR,Rv0846c
3913,ricR,Rv0190,qRTPCR,Rv0847
3914,ricR,Rv0190,qRTPCR,Rv0848
3915,ricR,Rv0190,qRTPCR,Rv0849
3916,ricR,Rv0190,qRTPCR,Rv2962c
3917,ricR,Rv0190,qRTPCR,Rv2963
3918,ricR,Rv0190,qRTPCR,Rv2964
3919,ricR,Rv0190,qRTPCR,Rv3074
3920,ricR,Rv0190,qRTPCR,Rv3776
3921,ricR,Rv0190,qRTPCR,Rv1378c
3922,ricR,Rv0190,qRTPCR,Rv1464
3923,Rv0195,Rv0195,ChipSeq,Rv0192
3924,Rv0195,Rv0195,ChipSeq,Rv0355c
3925,Rv0195,Rv0195,Predicted Binding,Rv0384c
3926,Rv0195,Rv0195,Predicted Binding,Rv0385
3927,Rv0195,Rv0195,ChipSeq,Rv0650
3928,Rv0195,Rv0195,Predicted Binding,Rv0821c
3929,Rv0195,Rv0195,ChipSeq,Rv1378c
3930,Rv0195,Rv0195,ChipSeq,Rv1627c
3931,Rv0195,Rv0195,ChipSeq,Rv1733c
3932,Rv0195,Rv0195,Predicted Binding,Rv1821
3933,Rv0195,Rv0195,Predicted Binding,Rv1822
3934,Rv0195,Rv0195,Predicted Binding,Rv1823
3935,Rv0195,Rv0195,Predicted Binding,Rv2724c
3936,Rv0195,Rv0195,Predicted Binding,Rv2914c
3937,Rv0195,Rv0195,Predicted Binding,Rv2915c
3938,Rv0195,Rv0195,Predicted Binding,Rv2973c
3939,Rv0195,Rv0195,Predicted Binding,Rv3441c
3940,Rv0195,Rv0195,Predicted Binding,Rv3442c
3941,Rv0195,Rv0195,Predicted Binding,Rv3862c
3942,nadR,Rv0212c,ChipSeq,Rv0451c
3943,nadR,Rv0212c,ChipSeq,Rv0484c
3944,nadR,Rv0212c,ChipSeq,Rv0988
3945,nadR,Rv0212c,ChipSeq,Rv1535
3946,nadR,Rv0212c,ChipSeq,Rv2244
3947,nadR,Rv0212c,ChipSeq,Rv2396
3948,nadR,Rv0212c,ChipSeq,Rv2949c
3949,nadR,Rv0212c,Predicted Binding,Rv3616c
3950,Rv0232,Rv0232,Predicted Binding,Rv0045c
3951,Rv0232,Rv0232,Predicted Binding,Rv0046c
3952,Rv0232,Rv0232,Predicted Binding,Rv0232
3953,Rv0232,Rv0232,Predicted Binding,Rv0233
3954,Rv0232,Rv0232,Predicted Binding,Rv1535
3955,Rv0232,Rv0232,Predicted Binding,Rv2396
3956,Rv0232,Rv0232,ChipSeq,Rv3902c
3957,Rv0238,Rv0238,ChipSeq,Rv0130
3958,Rv0238,Rv0238,Predicted Binding,Rv0237
3959,Rv0238,Rv0238,Predicted Binding,Rv0238
3960,Rv0238,Rv0238,Predicted Binding,Rv0239
3961,Rv0238,Rv0238,Predicted Binding,Rv0241c
3962,Rv0238,Rv0238,ChipSeq,Rv1047
3963,Rv0238,Rv0238,ChipSeq,Rv2512c
3964,Rv0238,Rv0238,ChipSeq,Rv2805
3965,Rv0238,Rv0238,Predicted Binding,Rv3028c
3966,Rv0238,Rv0238,ChipSeq,Rv3031
3967,Rv0238,Rv0238,ChipSeq,Rv3032
3968,Rv0238,Rv0238,ChipSeq,Rv3064c
3969,Rv0238,Rv0238,ChipSeq,Rv3066
3970,Rv0238,Rv0238,ChipSeq,Rv3115
3971,Rv0238,Rv0238,Predicted Binding,Rv3140
3972,Rv0238,Rv0238,ChipSeq,Rv3831
3973,Rv0260c,Rv0260c,ChipSeq,Rv0972c
3974,Rv0260c,Rv0260c,ChipSeq,Rv0973c
