Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	project	condition	reference_condition
SRX2382018	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061508	SRP094075	PRJNA354066	354066	SRS1824371	SAMN06040696	SRA499636	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469487	6040696				WT-0h-1-2	missing			reactivation	day_3_reactivation	days_0_persistence
SRX2382019	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061509	SRP094075	PRJNA354066	354066	SRS1824372	SAMN06040691	SRA499637	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469488	6040691				DUC-3h-1-8	missing			reactivation	day_3_reactivation	days_0_persistence
SRX2382020	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061510	SRP094075	PRJNA354066	354066	SRS1824373	SAMN06040676	SRA499638	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469489	6040676				DUC_ATC_6h_2	missing			reactivation	day_4_reactivation	days_0_persistence
SRX2382021	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061511	SRP094075	PRJNA354066	354066	SRS1824374	SAMN06040681	SRA499639	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469490	6040681				WT_0h_1	missing			reactivation	day_4_reactivation	days_0_persistence
SRX2382022	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061512	SRP094075	PRJNA354066	354066	SRS1824375	SAMN06040684	SRA499640	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469491	6040684				WT_ATC_6h_2	missing			reactivation	day_4_reactivation	days_0_persistence
SRX2382023	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061513	SRP094075	PRJNA354066	354066	SRS1824376	SAMN06040690	SRA499641	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469492	6040690				DUC-1.5h-1-6	missing			rRna_depletion	Solexa-63234	Solexa-63230
SRX2382024	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061514	SRP094075	PRJNA354066	354066	SRS1824377	SAMN06040672	SRA499642	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469493	6040672				DUC_0h_2	missing			mmpl3	mutant_with_ATC	wt_no_ATC
SRX2382025	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061515	SRP094075	PRJNA354066	354066	SRS1824378	SAMN06040697	SRA499643	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469494	6040697				WT-0h-2-8	missing			mmpl3	mutant_with_ATC	wt_no_ATC
SRX2382026	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061516	SRP094075	PRJNA354066	354066	SRS1824379	SAMN06040693	SRA499644	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469495	6040693				DUC-6h-1-12	missing			mmpl3	mutant_no_ATC	wt_no_ATC
SRX2382027	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061517	SRP094075	PRJNA354066	354066	SRS1824380	SAMN06040687	SRA499645	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469496	6040687				DUC-0h-1-4	missing			mmpl3	mutant_no_ATC	wt_no_ATC
SRX2382028	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061518	SRP094075	PRJNA354066	354066	SRS1824381	SAMN06040682	SRA499646	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469497	6040682				WT_0h_2	missing			mmpl3	wt_with_ATC	wt_no_ATC
SRX2382029	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061519	SRP094075	PRJNA354066	354066	SRS1824382	SAMN06040688	SRA499647	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469498	6040688				DUC-0h-2-9	missing			mmpl3	wt_no_ATC	wt_no_ATC
SRX2382030	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061520	SRP094075	PRJNA354066	354066	SRS1824383	SAMN06040677	SRA499648	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469499	6040677				DUC_ATC_9h_1	missing			rho	00h_DUC	00h_WT
SRX2382031	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061521	SRP094075	PRJNA354066	354066	SRS1824384	SAMN06040678	SRA499649	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469500	6040678				DUC_ATC_9h_2	missing			rho	00h_WT	00h_WT
SRX2382032	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061522	SRP094075	PRJNA354066	354066	SRS1824385	SAMN06040698	SRA499650	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469501	6040698				WT-6h-1-10	missing			rho	03_DUC	00h_WT
SRX2382033	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061523	SRP094075	PRJNA354066	354066	SRS1824386	SAMN06040683	SRA499651	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469502	6040683				WT_ATC_6h_1	missing			rho	06h_DUC_ATC	00h_WT
SRX2382213	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061703	SRP094075	PRJNA354066	354066	SRS1824566	SAMN06040692	SRA499652	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469682	6040692				DUC-3h-2-11	missing			rho	00h_WT_1	00h_WT
SRX2382214	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061704	SRP094075	PRJNA354066	354066	SRS1824567	SAMN06040674	SRA499653	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469683	6040674				DUC_ATC_3h_2	missing			rho	06h_WT_ATC	00h_WT
SRX2382215	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061705	SRP094075	PRJNA354066	354066	SRS1824568	SAMN06040673	SRA499654	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469684	6040673				DUC_ATC_3h_1	missing			rho	01.5_DUC	00h_WT
SRX2382216	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061706	SRP094075	PRJNA354066	354066	SRS1824569	SAMN06040675	SRA499655	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469685	6040675				DUC_ATC_6h_1	missing			rho	00h_DUC	00h_WT
SRX2382217	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061707	SRP094075	PRJNA354066	354066	SRS1824570	SAMN06040689	SRA499656	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469686	6040689				DUC-1.5h-1-3	missing			rho	00h_WT	00h_WT
SRX2382218	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061708	SRP094075	PRJNA354066	354066	SRS1824571	SAMN06040686	SRA499657	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469687	6040686				DUC_ATC_1.5h_2	missing			rho	06_DUC	00h_WT
SRX2382219	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061709	SRP094075	PRJNA354066	354066	SRS1824572	SAMN06040685	SRA499658	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469688	6040685				DUC_ATC_1.5h_1	missing			rho	00h_DUC_1	00h_WT
SRX2382220	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061710	SRP094075	PRJNA354066	354066	SRS1824573	SAMN06040695	SRA499659	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469689	6040695				DUC-9h-x-x	missing			rho	00h_WT_1	00h_WT
SRX2382221	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061711	SRP094075	PRJNA354066	354066	SRS1824574	SAMN06040679	SRA499660	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469690	6040679				DUC_ATC_24h_1	missing			rho	00h_DUC_1	00h_WT
SRX2382222	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061712	SRP094075	PRJNA354066	354066	SRS1824575	SAMN06040694	SRA499661	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469691	6040694				DUC-9h-2-14	missing			rho	09h_DUC_ATC	00h_WT
SRX2382223	2016-11-29 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5061713	SRP094075	PRJNA354066	354066	SRS1824576	SAMN06040680	SRA499662	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	0	0	3469692	6040680				DUC_ATC_24h_2	missing			rho	09h_DUC_ATC	00h_WT
SRX2481052	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163959	SRP096356	PRJNA360809	360809	SRS1912666	SAMN06214715	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595989	6214715	GSE93362	GSM2452038	29632245					rho	06h_WT	00h_WT
SRX2481053	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163960	SRP096356	PRJNA360809	360809	SRS1912667	SAMN06214714	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595990	6214714	GSE93362	GSM2452039	29632245					rho	06h_WT_ATC	00h_WT
SRX2481054	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163961	SRP096356	PRJNA360809	360809	SRS1912668	SAMN06214713	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595991	6214713	GSE93362	GSM2452040	29632245					rho	03_DUC	00h_WT
SRX2481055	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163962	SRP096356	PRJNA360809	360809	SRS1912669	SAMN06214712	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595992	6214712	GSE93362	GSM2452041	29632245					rho	03h_DUC_ATC	00h_WT
SRX2481056	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163963	SRP096356	PRJNA360809	360809	SRS1912670	SAMN06214711	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595993	6214711	GSE93362	GSM2452042	29632245					rho	03h_DUC_ATC	00h_WT
SRX2481057	2018-04-02 06:51:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina MiSeq	SRR5163964	SRP096356	PRJNA360809	360809	SRS1912671	SAMN06214710	SRA525879	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3595994	6214710	GSE93362	GSM2452043	29632245					rho	06h_DUC_ATC	00h_WT
SRX256581	2013-03-27 23:54:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR799107	SRP017614	PRJNA182521	182521	SRS415389	SAMN01821757	SRA072064	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	121	0	358647	1821757								rho	01.5_DUC	00h_WT
SRX256582	2013-03-27 23:54:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR799109	SRP017614	PRJNA182521	182521	SRS415389	SAMN01821757	SRA072064	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	132	0	358648	1821757								rho	01.5h_DUC_ATC	00h_WT
SRX256583	2013-03-27 23:54:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR799110	SRP017614	PRJNA182521	182521	SRS415389	SAMN01821757	SRA072064	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	124	0	358649	1821757								rho	01.5h_DUC_ATC	00h_WT
SRX256584	2013-03-27 23:54:24	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR799108	SRP017614	PRJNA182521	182521	SRS415389	SAMN01821757	SRA072064	RNA-Seq	RANDOM	TRANSCRIPTOMIC		BI	135	0	358650	1821757								rho	09_DUC	00h_WT
SRX2581744	2017-05-29 16:27:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5277860	SRP100510	PRJNA376285	376285	SRS1995767	SAMN06368780	SRA539397	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3740746	6368780	GSE95181	GSM2498341	28559300		hns knockout mutant			rho	24h_DUC_ATC	00h_WT
SRX2581745	2017-05-29 16:27:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5277861	SRP100510	PRJNA376285	376285	SRS1995768	SAMN06368779	SRA539397	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3740747	6368779	GSE95181	GSM2498342	28559300		hns knockout mutant			rho	09_DUC	00h_WT
SRX2581746	2017-05-29 16:27:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5277862	SRP100510	PRJNA376285	376285	SRS1995769	SAMN06368778	SRA539397	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3740748	6368778	GSE95181	GSM2498343	28559300		wild type			rho	24h_DUC_ATC	00h_WT
SRX2581747	2017-05-29 16:27:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR5277863	SRP100510	PRJNA376285	376285	SRS1995770	SAMN06368777	SRA539397	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3740749	6368777	GSE95181	GSM2498344	28559300		wild type			fat_cells	adipocytes	control
SRX2617827	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318363	SRP101496	PRJNA378382	378382	SRS2028261	SAMN06545494	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789680	6545494	GSE95773	GSM2525685	28749949	H37Rv				fat_cells	preadipocytes	control
SRX2617828	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina MiSeq	SRR5318364	SRP101496	PRJNA378382	378382	SRS2028262	SAMN06545493	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789681	6545493	GSE95773	GSM2525686	28749949	H37Rv				fat_cells	control	control
SRX2617829	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318365	SRP101496	PRJNA378382	378382	SRS2028263	SAMN06545492	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789682	6545492	GSE95773	GSM2525687	28749949	H37Rv				fat_cells	adipocytes	control
SRX2617830	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318366	SRP101496	PRJNA378382	378382	SRS2028264	SAMN06545491	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789683	6545491	GSE95773	GSM2525688	28749949	H37Rv				fat_cells	preadipocytes	control
SRX2617831	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318367	SRP101496	PRJNA378382	378382	SRS2028265	SAMN06545490	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789684	6545490	GSE95773	GSM2525689	28749949	H37Rv				fat_cells	control	control
SRX2617832	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318368	SRP101496	PRJNA378382	378382	SRS2028266	SAMN06545489	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789685	6545489	GSE95773	GSM2525690	28749949	H37Rv				rRna_depletion	Solexa-63232	Solexa-63230
SRX2617833	2017-07-28 17:06:20	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR5318369	SRP101496	PRJNA378382	378382	SRS2028267	SAMN06545488	SRA543115	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	3789686	6545488	GSE95773	GSM2525691	28749949	H37Rv				rRna_depletion	Solexa-63233	Solexa-63230
SRX2923393	2018-01-12 17:55:14	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689224	SRP109307	PRJNA390669	390669	SRS2288990	SAMN07248345	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177155	7248345	GSE100097	GSM2671195	29247215	H37Rv				rRna_depletion	Solexa-63231	Solexa-63230
SRX2923394	2018-01-12 17:55:14	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689225	SRP109307	PRJNA390669	390669	SRS2288991	SAMN07248344	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177156	7248344	GSE100097	GSM2671196	29247215	H37Rv				rRna_depletion	Solexa-63230	Solexa-63230
SRX2923395	2018-01-12 17:55:14	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689226	SRP109307	PRJNA390669	390669	SRS2288992	SAMN07248361	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177157	7248361	GSE100097	GSM2671197	29247215	H37Rv				hns	ko	wt
SRX2923396	2018-01-12 17:55:14	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689227	SRP109307	PRJNA390669	390669	SRS2288993	SAMN07248360	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177158	7248360	GSE100097	GSM2671198	29247215	H37Rv				hns	ko	wt
SRX2923397	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689228	SRP109307	PRJNA390669	390669	SRS2288994	SAMN07248359	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177159	7248359	GSE100097	GSM2671199	29247215	H37Rv				hns	wt	wt
SRX2923398	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689229	SRP109307	PRJNA390669	390669	SRS2288995	SAMN07248358	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177160	7248358	GSE100097	GSM2671200	29247215	H37Rv				hns	wt	wt
SRX2923400	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689230	SRP109307	PRJNA390669	390669	SRS2288997	SAMN07248357	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177162	7248357	GSE100097	GSM2671201	29247215	H37Rv				aminoimidazoles	untreated	untreated
SRX2923401	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689231	SRP109307	PRJNA390669	390669	SRS2288998	SAMN07248356	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177163	7248356	GSE100097	GSM2671202	29247215	H37Rv				aminoimidazoles	untreated	untreated
SRX2923402	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689232	SRP109307	PRJNA390669	390669	SRS2288999	SAMN07248355	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177164	7248355	GSE100097	GSM2671203	29247215	H37Rv				aminoimidazoles	untreated	untreated
SRX2923403	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689233	SRP109307	PRJNA390669	390669	SRS2289000	SAMN07248354	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177165	7248354	GSE100097	GSM2671204	29247215	H37Rv				aminoimidazoles	02h_treated	untreated
SRX2923404	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689234	SRP109307	PRJNA390669	390669	SRS2289001	SAMN07248353	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177166	7248353	GSE100097	GSM2671205	29247215	H37Rv				aminoimidazoles	02h_treated	untreated
SRX2923405	2018-01-12 17:55:15	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	SRR5689235	SRP109307	PRJNA390669	390669	SRS2289003	SAMN07248352	SRA575055	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4177167	7248352	GSE100097	GSM2671206	29247215	H37Rv				aminoimidazoles	24h_treated	untreated
SRX2989856	2020-07-06 16:20:18	419947	Mycobacterium tuberculosis H37Ra	1773	1760	419947	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5811296	SRP111335	PRJNA393426	393426	SRS2341779	SAMN07332810	SRA584594	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4260101	7332810	GSE100915	GSM2696367		H37Ra				aminoimidazoles	24h_treated	untreated
SRX2989857	2020-07-06 16:20:18	419947	Mycobacterium tuberculosis H37Ra	1773	1760	419947	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5811297	SRP111335	PRJNA393426	393426	SRS2341780	SAMN07332864	SRA584594	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4260102	7332864	GSE100915	GSM2696368		H37Ra				lipid	dextrose_exp	dextrose_exp
SRX2989858	2020-07-06 16:20:18	419947	Mycobacterium tuberculosis H37Ra	1773	1760	419947	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5811298	SRP111335	PRJNA393426	393426	SRS2341781	SAMN07332860	SRA584594	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4260103	7332860	GSE100915	GSM2696369		H37Ra				lipid	dextrose_exp	dextrose_exp
SRX2989859	2020-07-06 16:20:18	419947	Mycobacterium tuberculosis H37Ra	1773	1760	419947	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR5811299	SRP111335	PRJNA393426	393426	SRS2341782	SAMN07332861	SRA584594	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4260104	7332861	GSE100915	GSM2696370		H37Ra				lipid	dextrose_stat	dextrose_exp
